"origin","destination","lane","bookings"
ludhiana,khadki,ludhiana-khadki,3
ludhiana,kolkata,ludhiana-kolkata,59
ludhiana,kot_kapura,ludhiana-kot_kapura,1
ludhiana,kurukshetra,ludhiana-kurukshetra,1
ludhiana,lalganj,ludhiana-lalganj,1
ludhiana,lucknow,ludhiana-lucknow,2
ludhiana,mangaluru,ludhiana-mangaluru,1
ludhiana,mazgaon,ludhiana-mazgaon,1
ludhiana,meerut,ludhiana-meerut,1
ludhiana,mehsi,ludhiana-mehsi,1
ludhiana,motihari,ludhiana-motihari,1
ludhiana,muzaffarnagar,ludhiana-muzaffarnagar,1
ludhiana,patna,ludhiana-patna,3
ludhiana,rai,ludhiana-rai,2
ludhiana,rajpura,ludhiana-rajpura,1
ludhiana,rohtak,ludhiana-rohtak,256
ludhiana,rudrapur,ludhiana-rudrapur,1
ludhiana,sadabad,ludhiana-sadabad,1
ludhiana,sampla,ludhiana-sampla,2
ludhiana,shahjahanpur,ludhiana-shahjahanpur,1
ludhiana,siliguri,ludhiana-siliguri,1
ludhiana,sonipat,ludhiana-sonipat,3
ludhiana,srinagar,ludhiana-srinagar,1
ludhiana,sunam,ludhiana-sunam,1
ludhiana,tapa,ludhiana-tapa,1
ludhiana,tohana,ludhiana-tohana,1
luhari,bhiwandi,luhari-bhiwandi,5
luhari,daman,luhari-daman,2
luhari,hyderabad,luhari-hyderabad,1
luhari,kolkata,luhari-kolkata,13
luhari,lucknow,luhari-lucknow,32
luhari,nagpur,luhari-nagpur,32
luhari,noida,luhari-noida,3
luhari,pune,luhari-pune,1
madaram,chennai,madaram-chennai,1
madaram,coimbatore,madaram-coimbatore,1
madaram,sc,madaram-sc,47
madkai,verna,madkai-verna,3
madukkarai,thondebavi,madukkarai-thondebavi,26
madurai,ahamdabad,madurai-ahamdabad,5
madurai,ahmedabad,madurai-ahmedabad,2
madurai,bengaluru,madurai-bengaluru,4
madurai,chennai,madurai-chennai,37
madurai,cuttack,madurai-cuttack,2
madurai,dharuhera,madurai-dharuhera,25
madurai,dharwad,madurai-dharwad,2
madurai,ghaziabad,madurai-ghaziabad,1
madurai,guwahati,madurai-guwahati,4
madurai,halol,madurai-halol,3
madurai,haridwar,madurai-haridwar,4
madurai,hosur,madurai-hosur,72
madurai,hyderabad,madurai-hyderabad,5
madurai,jaipur,madurai-jaipur,2
madurai,jodhpur,madurai-jodhpur,1
madurai,kochi,madurai-kochi,4
madurai,kolhapur,madurai-kolhapur,1
madurai,kolkata,madurai-kolkata,10
madurai,kozhikode,madurai-kozhikode,7
madurai,lucknow,madurai-lucknow,8
madurai,ludhiana,madurai-ludhiana,1
madurai,malur,madurai-malur,27
madurai,mumbai,madurai-mumbai,2
madurai,mysuru,madurai-mysuru,17
madurai,nagpur,madurai-nagpur,4
madurai,patna,madurai-patna,7
madurai,pune,madurai-pune,4
madurai,rajkot,madurai-rajkot,2
madurai,ranchi,madurai-ranchi,11
madurai,ranipur,madurai-ranipur,2
madurai,rudrapur,madurai-rudrapur,5
madurai,salem,madurai-salem,6
madurai,siliguri,madurai-siliguri,1
madurai,vijayawada,madurai-vijayawada,1
madurai,zirakpur,madurai-zirakpur,5
maduramangalam,bangalore,maduramangalam-bangalore,6
maduramangalam,coimbatore,maduramangalam-coimbatore,1
maduramangalam,gurugram,maduramangalam-gurugram,2
maduramangalam,hosur,maduramangalam-hosur,13
maduramangalam,hyderabad,maduramangalam-hyderabad,2
maduramangalam,kanpur,maduramangalam-kanpur,1
maduramangalam,kolkata,maduramangalam-kolkata,1
maduramangalam,kottayam,maduramangalam-kottayam,1
maduramangalam,madurai,maduramangalam-madurai,2
maduramangalam,salem,maduramangalam-salem,1
magra,amtala,magra-amtala,3
magra,asansol,magra-asansol,4
magra,baidyabati,magra-baidyabati,4
magra,barasat,magra-barasat,65
magra,baruipur,magra-baruipur,14
magra,belgharia,magra-belgharia,1
magra,bettiah,magra-bettiah,1
magra,bhagalpur,magra-bhagalpur,2
magra,bhubaneswar,magra-bhubaneswar,11
magra,bishnupur,magra-bishnupur,1
magra,bokaro_steel_city,magra-bokaro_steel_city,1
magra,buita,magra-buita,3
magra,chandannagar,magra-chandannagar,1
magra,chinsurah,magra-chinsurah,22
magra,chuttu,magra-chuttu,7
magra,cuttack,magra-cuttack,9
magra,danapur,magra-danapur,9
magra,deoghar,magra-deoghar,2
magra,diamond_harbour,magra-diamond_harbour,1
magra,gaya,magra-gaya,1
magra,ghola,magra-ghola,5
magra,guwahati,magra-guwahati,22
magra,haldia,magra-haldia,23
magra,howrah,magra-howrah,48
magra,jamshedpur,magra-jamshedpur,2
magra,jangalpur,magra-jangalpur,3
magra,kanchrapara,magra-kanchrapara,3
magra,kgp,magra-kgp,1
magra,kolkata,magra-kolkata,341
magra,konnagar,magra-konnagar,8
magra,muzaffarpur,magra-muzaffarpur,3
magra,new_town,magra-new_town,49
magra,patna,magra-patna,9
magra,purnia,magra-purnia,4
magra,ranchi,magra-ranchi,12
magra,raniganj,magra-raniganj,3
magra,rourkela,magra-rourkela,7
magra,siliguri,magra-siliguri,52
magra,sodpur,magra-sodpur,14
magra,sonarpur,magra-sonarpur,44
magra,srirampur,magra-srirampur,17
magra,supaul,magra-supaul,1
magra,tamluk,magra-tamluk,2
magra,udayrajpur,magra-udayrajpur,7
magra,uttarpara,magra-uttarpara,5
mahad,ahmedabad,mahad-ahmedabad,1
mahad,navi_mumbai,mahad-navi_mumbai,3
mahad,visakhapatnam,mahad-visakhapatnam,1
mahalunge,aurangabad,mahalunge-aurangabad,1
mahalunge,kolhapur,mahalunge-kolhapur,2
mahalunge,mumbai,mahalunge-mumbai,1
mahalunge,satara,mahalunge-satara,1
mahbubnagar,gadwal,mahbubnagar-gadwal,1
maheshtala,burdwan,maheshtala-burdwan,1
maheshtala,coimbatore,maheshtala-coimbatore,2
maheshtala,kakdwip,maheshtala-kakdwip,2
makali,coimbatore,makali-coimbatore,1
malanpur,dewas,malanpur-dewas,1
malanpur,ghaziabad,malanpur-ghaziabad,1
malanpur,guwahati,malanpur-guwahati,14
malanpur,indore,malanpur-indore,35
malanpur,kolkata,malanpur-kolkata,23
malanpur,lucknow,malanpur-lucknow,1
malanpur,mandideep,malanpur-mandideep,1
malanpur,patna,malanpur-patna,9
malanpur,pune,malanpur-pune,1
malanpur,shambhu_barrier,malanpur-shambhu_barrier,3
malappuram,bengaluru,malappuram-bengaluru,1
malappuram,chennai,malappuram-chennai,2
malappuram,coimbatore,malappuram-coimbatore,11
malappuram,cuttack,malappuram-cuttack,1
malappuram,howrah,malappuram-howrah,5
malappuram,hyderabad,malappuram-hyderabad,5
malappuram,indore,malappuram-indore,14
malappuram,kozhikode,malappuram-kozhikode,1
malappuram,mysuru,malappuram-mysuru,2
malappuram,nagpur,malappuram-nagpur,42
malappuram,pune,malappuram-pune,24
malappuram,thiruvallur,malappuram-thiruvallur,6
malappuram,vijayawada,malappuram-vijayawada,5
malegaon,delhi,malegaon-delhi,1
manchar,belagavi,manchar-belagavi,3
manchar,bhiwandi,manchar-bhiwandi,15
manchar,chennai,manchar-chennai,1
mandideep,ahmedabad,mandideep-ahmedabad,1
mandideep,chandauli,mandideep-chandauli,10
mandideep,coimbatore,mandideep-coimbatore,29
mandideep,cuttack,mandideep-cuttack,41
mandideep,delhi,mandideep-delhi,113
mandideep,ghaziabad,mandideep-ghaziabad,1
mandideep,gwalior,mandideep-gwalior,28
mandideep,hyderabad,mandideep-hyderabad,1
mandideep,jabalpur,mandideep-jabalpur,1
mandideep,jaipur,mandideep-jaipur,19
mandideep,kanpur,mandideep-kanpur,4
mandideep,kundali,mandideep-kundali,134
mandideep,kundli_har,mandideep-kundli_har,62
mandideep,lucknow,mandideep-lucknow,1
mandideep,pune,mandideep-pune,2
mandideep,raipur,mandideep-raipur,1
mandideep,sonapur,mandideep-sonapur,1
mandideep,sonarpur,mandideep-sonarpur,2
mandideep,sonipat,mandideep-sonipat,9
mandideep,sri_city,mandideep-sri_city,1
mandla,kundali,mandla-kundali,1
mandour,sas_nagar,mandour-sas_nagar,3
mandya,pune,mandya-pune,2
mangaldoi,kolkata,mangaldoi-kolkata,2
mangaldoi,ludhiana,mangaldoi-ludhiana,2
mangaldoi,ranchi,mangaldoi-ranchi,1
mangaldoi,siliguri,mangaldoi-siliguri,2
manjusar,amravati,manjusar-amravati,1
manjusar,bhiwandi,manjusar-bhiwandi,2
manjusar,bhubaneswar,manjusar-bhubaneswar,1
manjusar,north_garo_hills,manjusar-north_garo_hills,2
manjusar,seoni,manjusar-seoni,2
manjusar,tura,manjusar-tura,1
manjusar,williamnagar,manjusar-williamnagar,1
mannur,bangalore,mannur-bangalore,1
mannur,coimbatore,mannur-coimbatore,1
mannur,gnt,mannur-gnt,1
mannur,gujrat,mannur-gujrat,1
mannur,kerala,mannur-kerala,2
mau,khurahat,mau-khurahat,1
miraj,nashik,miraj-nashik,2
miraj,pollachi,miraj-pollachi,13
mirik,bhiwandi,mirik-bhiwandi,1
mirza,agartala,mirza-agartala,5
morinda,jhansi,morinda-jhansi,1
morinda,kasganj,morinda-kasganj,1
mulugu,sagar,mulugu-sagar,1
mumbai,ahmedabad,mumbai-ahmedabad,107
mumbai,ambala,mumbai-ambala,1
mumbai,aurangabad,mumbai-aurangabad,1
mumbai,barmer,mumbai-barmer,1
mumbai,bengaluru,mumbai-bengaluru,52
mumbai,bhiwandi,mumbai-bhiwandi,9
mumbai,bhubaneswar,mumbai-bhubaneswar,1
mumbai,bilaspur,mumbai-bilaspur,34
mumbai,chakan,mumbai-chakan,1
mumbai,chennai,mumbai-chennai,2
mumbai,dapode,mumbai-dapode,1
mumbai,daund,mumbai-daund,1
mumbai,faridabad,mumbai-faridabad,10
mumbai,ghaziabad,mumbai-ghaziabad,1
mumbai,goa_velha,mumbai-goa_velha,1
mumbai,gurugram,mumbai-gurugram,1
mumbai,guwahati,mumbai-guwahati,1
mumbai,hosur,mumbai-hosur,19
mumbai,hyderabad,mumbai-hyderabad,45
mumbai,indore,mumbai-indore,68
mumbai,jnpt_township,mumbai-jnpt_township,1
mumbai,kolkata,mumbai-kolkata,7
mumbai,mahalunge,mumbai-mahalunge,1
mumbai,nagpur,mumbai-nagpur,213
mumbai,naranpura,mumbai-naranpura,1
mumbai,nashik,mumbai-nashik,273
mumbai,noida,mumbai-noida,1
mumbai,pune,mumbai-pune,7
mumbai,siliguri,mumbai-siliguri,2
mumbai,silvassa,mumbai-silvassa,2
mumbai,vadape,mumbai-vadape,2
mumbai,vapi,mumbai-vapi,1
muragachha,anandapur,muragachha-anandapur,39
murthal,lucknow,murthal-lucknow,1
mysore,bangalore,mysore-bangalore,6
mysore,chennai,mysore-chennai,1
mysore,gnt,mysore-gnt,1
mysore,goa_velha,mysore-goa_velha,8
mysore,hoskote,mysore-hoskote,2
mysore,hyderabad,mysore-hyderabad,5
mysore,karimnagar,mysore-karimnagar,1
mysore,kochi,mysore-kochi,1
mysore,ratnagiri,mysore-ratnagiri,1
mysore,thiruvalla,mysore-thiruvalla,1
mysore,thrissur,mysore-thrissur,2
mysuru,bengaluru,mysuru-bengaluru,296
mysuru,bhiwandi,mysuru-bhiwandi,20
mysuru,chennai,mysuru-chennai,35
mysuru,coimbatore,mysuru-coimbatore,1
mysuru,doddaballapura,mysuru-doddaballapura,126
mysuru,hyderabad,mysuru-hyderabad,3
mysuru,mumbai,mysuru-mumbai,1
mysuru,mysuru,mysuru-mysuru,52
mysuru,nagpur,mysuru-nagpur,26
mysuru,thiruvallur,mysuru-thiruvallur,1
nagda,dindigul,nagda-dindigul,1
nagothane,bengaluru,nagothane-bengaluru,1
nagpur,ahmedabad,nagpur-ahmedabad,42
nagpur,ahmednagar,nagpur-ahmednagar,2
nagpur,akola,nagpur-akola,2
nagpur,amethi,nagpur-amethi,8
nagpur,amla,nagpur-amla,1
nagpur,amravati,nagpur-amravati,10
nagpur,anantapur,nagpur-anantapur,5
nagpur,ashti,nagpur-ashti,1
nagpur,aurangabad,nagpur-aurangabad,5
nagpur,badnawara,nagpur-badnawara,3
nagpur,bagbahara,nagpur-bagbahara,1
nagpur,ballari,nagpur-ballari,1
nagpur,basmat,nagpur-basmat,1
nagpur,belagavi,nagpur-belagavi,1
nagpur,bengaluru,nagpur-bengaluru,140
nagpur,betul,nagpur-betul,10
nagpur,bhatapara,nagpur-bhatapara,1
nagpur,bhilai,nagpur-bhilai,1
nagpur,bhiwandi,nagpur-bhiwandi,288
nagpur,bhopal,nagpur-bhopal,2
nagpur,bhubaneswar,nagpur-bhubaneswar,6
nagpur,bilaspur,nagpur-bilaspur,2
nagpur,bokaro,nagpur-bokaro,2
nagpur,brahmapuri,nagpur-brahmapuri,1
nagpur,buldana,nagpur-buldana,1
nagpur,chandrapur,nagpur-chandrapur,2
nagpur,chennai,nagpur-chennai,5
nagpur,chindwara,nagpur-chindwara,6
nagpur,coimbatore,nagpur-coimbatore,28
nagpur,cseb_colony,nagpur-cseb_colony,1
nagpur,cuttack,nagpur-cuttack,6
nagpur,delhi,nagpur-delhi,1
nagpur,devangari,nagpur-devangari,1
nagpur,dhamtari,nagpur-dhamtari,1
nagpur,durg,nagpur-durg,1
nagpur,gadarwara,nagpur-gadarwara,1
nagpur,gadchiroli,nagpur-gadchiroli,1
nagpur,gnt,nagpur-gnt,31
nagpur,gondia,nagpur-gondia,10
nagpur,gondiya,nagpur-gondiya,1
nagpur,gurugram,nagpur-gurugram,4
nagpur,guwahati,nagpur-guwahati,4
nagpur,hinganghat,nagpur-hinganghat,1
nagpur,hosur,nagpur-hosur,2
nagpur,howrah,nagpur-howrah,3
nagpur,hubli,nagpur-hubli,4
nagpur,hyderabad,nagpur-hyderabad,295
nagpur,indore,nagpur-indore,13
nagpur,jabalpur,nagpur-jabalpur,20
nagpur,jaipur,nagpur-jaipur,1
nagpur,kadapa,nagpur-kadapa,1
nagpur,kakinada,nagpur-kakinada,24
nagpur,kalaburagi,nagpur-kalaburagi,1
nagpur,kalbadevi,nagpur-kalbadevi,17
nagpur,kanchipuram,nagpur-kanchipuram,2
nagpur,kanpur,nagpur-kanpur,8
nagpur,katni,nagpur-katni,77
nagpur,khopoli,nagpur-khopoli,3
nagpur,kochi,nagpur-kochi,3
nagpur,kolhapur,nagpur-kolhapur,25
nagpur,kolkata,nagpur-kolkata,9
nagpur,korba,nagpur-korba,1
nagpur,kozhikode,nagpur-kozhikode,3
nagpur,krnt,nagpur-krnt,1
nagpur,latur,nagpur-latur,1
nagpur,lucknow,nagpur-lucknow,1
nagpur,madurai,nagpur-madurai,1
nagpur,malkapur,nagpur-malkapur,1
nagpur,mandla,nagpur-mandla,3
nagpur,mazgaon,nagpur-mazgaon,20
nagpur,mumbai,nagpur-mumbai,2
nagpur,mysuru,nagpur-mysuru,2
nagpur,nagpur,nagpur-nagpur,1
nagpur,nanded,nagpur-nanded,4
nagpur,nashik,nagpur-nashik,1
nagpur,navi_mumbai,nagpur-navi_mumbai,2
nagpur,noida,nagpur-noida,5
nagpur,palam,nagpur-palam,1
nagpur,palladam,nagpur-palladam,1
nagpur,pantnagar,nagpur-pantnagar,1
nagpur,parbhani,nagpur-parbhani,1
nagpur,patna,nagpur-patna,2
nagpur,pune,nagpur-pune,208
nagpur,pusad,nagpur-pusad,1
nagpur,raebareli,nagpur-raebareli,1
nagpur,raigarh,nagpur-raigarh,1
nagpur,raipur,nagpur-raipur,29
nagpur,ranchi,nagpur-ranchi,9
nagpur,rewa,nagpur-rewa,8
nagpur,sakoli,nagpur-sakoli,1
nagpur,salem,nagpur-salem,2
nagpur,sangli,nagpur-sangli,1
nagpur,satana,nagpur-satana,1
nagpur,savner,nagpur-savner,1
nagpur,sc,nagpur-sc,1
nagpur,solapur,nagpur-solapur,2
nagpur,sundargarh,nagpur-sundargarh,2
nagpur,surat,nagpur-surat,12
nagpur,thane,nagpur-thane,1
nagpur,thrissur,nagpur-thrissur,1
nagpur,tiruchirappalli,nagpur-tiruchirappalli,7
nagpur,tvm,nagpur-tvm,1
nagpur,vadodara,nagpur-vadodara,10
nagpur,vellore,nagpur-vellore,3
nagpur,vijayawada,nagpur-vijayawada,15
nagpur,visakhapatnam,nagpur-visakhapatnam,45
nagpur,warangal,nagpur-warangal,4
nagpur,wardha,nagpur-wardha,9
nagpur,washim,nagpur-washim,1
nagpur,yavatmal,nagpur-yavatmal,5
nainital,ahmedabad,nainital-ahmedabad,2
nainital,bhiwandi,nainital-bhiwandi,2
nainital,bhubaneswar,nainital-bhubaneswar,1
nainital,dadri,nainital-dadri,26
nainital,ghaziabad,nainital-ghaziabad,6
nainital,guwahati,nainital-guwahati,2
nainital,jaipur,nainital-jaipur,6
nainital,jammu,nainital-jammu,1
nainital,kanpur,nainital-kanpur,17
nainital,kolkata,nainital-kolkata,3
nainital,patna,nainital-patna,1
nainital,pune,nainital-pune,1
nainital,sonipat,nainital-sonipat,57
nainital,tepla,nainital-tepla,56
nainital,varanasi,nainital-varanasi,11
nala_sopara,chennai,nala_sopara-chennai,1
nala_sopara,hyderabad,nala_sopara-hyderabad,1
nala_sopara,kolkata,nala_sopara-kolkata,1
nandalur,adoni,nandalur-adoni,1
nandalur,chinna_tekur,nandalur-chinna_tekur,1
nandalur,kadiri,nandalur-kadiri,1
nandalur,kurnool,nandalur-kurnool,3
nanded,nagpur,nanded-nagpur,1
nandigram,bhiwandi,nandigram-bhiwandi,1
nandigram,warangal,nandigram-warangal,2
nandyal,addanki,nandyal-addanki,6
nandyal,adoni,nandyal-adoni,95
nandyal,agali,nandyal-agali,1
nandyal,alampur,nandyal-alampur,8
nandyal,allagadda,nandyal-allagadda,37
nandyal,aluru,nandyal-aluru,1
nandyal,amalapuram,nandyal-amalapuram,1
nandyal,amarapuram,nandyal-amarapuram,3
nandyal,anantapur,nandyal-anantapur,375
nandyal,arvapally,nandyal-arvapally,1
nandyal,aspari,nandyal-aspari,4
nandyal,atmakur,nandyal-atmakur,104
nandyal,badvel,nandyal-badvel,5
nandyal,banaganapalli,nandyal-banaganapalli,19
nandyal,belagavi,nandyal-belagavi,52
nandyal,betamcherla,nandyal-betamcherla,2
nandyal,bhadrachalam,nandyal-bhadrachalam,2
nandyal,bhupalpally,nandyal-bhupalpally,8
nandyal,bilakalaguduru,nandyal-bilakalaguduru,2
nandyal,bommanahal,nandyal-bommanahal,1
nandyal,chagalamarri,nandyal-chagalamarri,7
nandyal,chandole,nandyal-chandole,3
nandyal,chengannur,nandyal-chengannur,1
nandyal,chennai,nandyal-chennai,1
nandyal,chikkamagaluru,nandyal-chikkamagaluru,2
nandyal,chimakurthy,nandyal-chimakurthy,4
nandyal,chinna_tekur,nandyal-chinna_tekur,111
nandyal,chippagiri,nandyal-chippagiri,3
nandyal,chirala,nandyal-chirala,4
nandyal,chivvemla,nandyal-chivvemla,1
nandyal,chowdepalle,nandyal-chowdepalle,1
nandyal,cumbum,nandyal-cumbum,3
nandyal,devanakonda,nandyal-devanakonda,2
nandyal,dharmapuri,nandyal-dharmapuri,1
nandyal,dharmavaram,nandyal-dharmavaram,22
nandyal,dhone,nandyal-dhone,19
nandyal,domakonda,nandyal-domakonda,14
nandyal,donakonda,nandyal-donakonda,2
nandyal,eluru,nandyal-eluru,1
nandyal,eturnagaram,nandyal-eturnagaram,7
nandyal,gadivemula,nandyal-gadivemula,1
nandyal,gadwal,nandyal-gadwal,16
nandyal,gangavaram,nandyal-gangavaram,2
nandyal,garladinne,nandyal-garladinne,15
nandyal,giddaluru,nandyal-giddaluru,2
nandyal,gonegandla,nandyal-gonegandla,1
nandyal,gooty,nandyal-gooty,7
nandyal,gorantla,nandyal-gorantla,14
nandyal,gospadu,nandyal-gospadu,5
nandyal,govindaraopet,nandyal-govindaraopet,3
nandyal,gudibanda,nandyal-gudibanda,27
nandyal,gudur,nandyal-gudur,17
nandyal,gundala,nandyal-gundala,1
nandyal,gundlapalli,nandyal-gundlapalli,6
nandyal,guntakal,nandyal-guntakal,27
nandyal,guntur,nandyal-guntur,14
nandyal,hindupuram,nandyal-hindupuram,215
nandyal,hnk,nandyal-hnk,2
nandyal,holagunda,nandyal-holagunda,8
nandyal,hosapete,nandyal-hosapete,3
nandyal,hyderabad,nandyal-hyderabad,21
nandyal,itikyala,nandyal-itikyala,1
nandyal,jadcherla,nandyal-jadcherla,1
nandyal,kadapa,nandyal-kadapa,28
nandyal,kadiri,nandyal-kadiri,73
nandyal,kallur,nandyal-kallur,1
nandyal,kalyandurg,nandyal-kalyandurg,5
nandyal,kamalapuram,nandyal-kamalapuram,2
nandyal,kambadur,nandyal-kambadur,11
nandyal,kanaganapalli,nandyal-kanaganapalli,1
nandyal,kanchikacherla,nandyal-kanchikacherla,1
nandyal,kanekal,nandyal-kanekal,1
nandyal,karamchedu,nandyal-karamchedu,3
nandyal,karimnagar,nandyal-karimnagar,10
nandyal,kavali,nandyal-kavali,5
nandyal,kesamudram,nandyal-kesamudram,3
nandyal,khammam,nandyal-khammam,2
nandyal,kodumur,nandyal-kodumur,25
nandyal,koduru,nandyal-koduru,4
nandyal,koilkuntla,nandyal-koilkuntla,4
nandyal,komarolu,nandyal-komarolu,2
nandyal,kondapuram,nandyal-kondapuram,4
nandyal,kosigi,nandyal-kosigi,3
nandyal,kothacheruvu,nandyal-kothacheruvu,2
nandyal,kothagudem,nandyal-kothagudem,2
nandyal,kothakota,nandyal-kothakota,19
nandyal,krishnapatnam,nandyal-krishnapatnam,21
nandyal,krnt,nandyal-krnt,32
nandyal,kudair,nandyal-kudair,1
nandyal,kundurpi_mandal,nandyal-kundurpi_mandal,3
nandyal,kunta,nandyal-kunta,1
nandyal,kuppam,nandyal-kuppam,3
nandyal,kurichedu,nandyal-kurichedu,1
nandyal,kurnool,nandyal-kurnool,605
nandyal,machilipatnam,nandyal-machilipatnam,1
nandyal,madakasira,nandyal-madakasira,2
nandyal,maddikera,nandyal-maddikera,4
nandyal,mahabubabad,nandyal-mahabubabad,7
nandyal,mahbubnagar,nandyal-mahbubnagar,3
nandyal,maldakal,nandyal-maldakal,1
nandyal,mangapet,nandyal-mangapet,2
nandyal,mantralayam,nandyal-mantralayam,18
nandyal,mariyammanahalli,nandyal-mariyammanahalli,1
nandyal,markapur,nandyal-markapur,16
nandyal,medaramatla,nandyal-medaramatla,1
nandyal,miyapur,nandyal-miyapur,8
nandyal,mominpet,nandyal-mominpet,7
nandyal,mothkur,nandyal-mothkur,1
nandyal,mpl,nandyal-mpl,1
nandyal,mudigubba,nandyal-mudigubba,41
nandyal,mulugu,nandyal-mulugu,6
nandyal,munirabad,nandyal-munirabad,1
nandyal,muttukuru,nandyal-muttukuru,3
nandyal,nagaladinne,nandyal-nagaladinne,2
nandyal,nagalapuram,nandyal-nagalapuram,4
nandyal,nagarkurnool,nandyal-nagarkurnool,3
nandyal,naidupeta,nandyal-naidupeta,12
nandyal,nalgonda,nandyal-nalgonda,1
nandyal,nallacheruvu,nandyal-nallacheruvu,16
nandyal,nallamada,nandyal-nallamada,3
nandyal,nandalur,nandyal-nandalur,2
nandyal,nandikotkur,nandyal-nandikotkur,3
nandyal,narsampet,nandyal-narsampet,4
nandyal,ndl,nandyal-ndl,8
nandyal,nekkonda,nandyal-nekkonda,1
nandyal,nellore,nandyal-nellore,21
nandyal,noonepalli,nandyal-noonepalli,16
nandyal,obuladevaracheruvu,nandyal-obuladevaracheruvu,2
nandyal,ongole,nandyal-ongole,1
nandyal,owk,nandyal-owk,20
nandyal,palasamudram,nandyal-palasamudram,1
nandyal,pamidi,nandyal-pamidi,19
nandyal,pamulapadu,nandyal-pamulapadu,2
nandyal,pamuru,nandyal-pamuru,6
nandyal,panyam,nandyal-panyam,17
nandyal,parthi,nandyal-parthi,12
nandyal,pattikonda,nandyal-pattikonda,7
nandyal,peapully,nandyal-peapully,20
nandyal,pebbair,nandyal-pebbair,5
nandyal,peddvaduguru,nandyal-peddvaduguru,1
nandyal,pelleru,nandyal-pelleru,1
nandyal,penagaluru,nandyal-penagaluru,1
nandyal,pendlimarri,nandyal-pendlimarri,1
nandyal,penukonda,nandyal-penukonda,11
nandyal,podili,nandyal-podili,13
nandyal,prodattur,nandyal-prodattur,5
nandyal,pulivendula,nandyal-pulivendula,1
nandyal,punganur,nandyal-punganur,2
nandyal,puttur,nandyal-puttur,3
nandyal,rajampet,nandyal-rajampet,1
nandyal,rajupalem,nandyal-rajupalem,2
nandyal,ramagundam,nandyal-ramagundam,1
nandyal,ramapuram,nandyal-ramapuram,3
nandyal,rapthadu,nandyal-rapthadu,75
nandyal,rapur,nandyal-rapur,2
nandyal,rayachoty,nandyal-rayachoty,41
nandyal,rayadurgam,nandyal-rayadurgam,14
nandyal,rayalacheruvu,nandyal-rayalacheruvu,2
nandyal,renigunta,nandyal-renigunta,2
nandyal,setturu,nandyal-setturu,1
nandyal,shivarampally_jagir,nandyal-shivarampally_jagir,3
nandyal,siddipet,nandyal-siddipet,13
nandyal,simhadripuram,nandyal-simhadripuram,3
nandyal,somandepalli,nandyal-somandepalli,3
nandyal,srikalahasti,nandyal-srikalahasti,3
nandyal,sullurupeta,nandyal-sullurupeta,14
nandyal,suryapet,nandyal-suryapet,12
nandyal,tada,nandyal-tada,18
nandyal,tanakallu,nandyal-tanakallu,1
nandyal,thimmapur,nandyal-thimmapur,1
nandyal,thondur,nandyal-thondur,1
nandyal,thorrur,nandyal-thorrur,3
nandyal,tirupati,nandyal-tirupati,16
nandyal,toranagallu,nandyal-toranagallu,8
nandyal,udayagiri,nandyal-udayagiri,2
nandyal,ulchala,nandyal-ulchala,128
nandyal,ulindakonda,nandyal-ulindakonda,21
nandyal,uravakonda,nandyal-uravakonda,34
nandyal,velugodu,nandyal-velugodu,3
nandyal,vempalli,nandyal-vempalli,5
nandyal,venkatagiri,nandyal-venkatagiri,10
nandyal,vidapanakal,nandyal-vidapanakal,2
nandyal,vijayawada,nandyal-vijayawada,2
nandyal,vikarabad,nandyal-vikarabad,107
nandyal,vontimitta,nandyal-vontimitta,1
nandyal,waddepally,nandyal-waddepally,1
nandyal,wanaparthy,nandyal-wanaparthy,14
nandyal,warangal,nandyal-warangal,155
nandyal,yemmiganur,nandyal-yemmiganur,217
