"origin","destination","lane","bookings"
chennai,manasar,chennai-manasar,6
chennai,mangalore,chennai-mangalore,19
chennai,mangaluru,chennai-mangaluru,16
chennai,manjeri,chennai-manjeri,1
chennai,mayiladuthurai,chennai-mayiladuthurai,2
chennai,medak,chennai-medak,17
chennai,meerut,chennai-meerut,1
chennai,moradabad,chennai-moradabad,3
chennai,mpl,chennai-mpl,1
chennai,mumbai,chennai-mumbai,15
chennai,munger,chennai-munger,1
chennai,mysuru,chennai-mysuru,15
chennai,nagapattinam,chennai-nagapattinam,2
chennai,nagercoil,chennai-nagercoil,16
chennai,nagpur,chennai-nagpur,14
chennai,naidupet,chennai-naidupet,1
chennai,namakkal,chennai-namakkal,1
chennai,nashik,chennai-nashik,1
chennai,nelamangala_town,chennai-nelamangala_town,12
chennai,nlr,chennai-nlr,13
chennai,noida,chennai-noida,6
chennai,palakkad,chennai-palakkad,1
chennai,palani,chennai-palani,1
chennai,pali,chennai-pali,6
chennai,pallipalayam,chennai-pallipalayam,11
chennai,panruti,chennai-panruti,1
chennai,pantnagar,chennai-pantnagar,103
chennai,paonta_sahib,chennai-paonta_sahib,1
chennai,patna,chennai-patna,38
chennai,pattukkottai,chennai-pattukkottai,2
chennai,periyapalayam,chennai-periyapalayam,3
chennai,perundurai,chennai-perundurai,176
chennai,pollachi,chennai-pollachi,7
chennai,prayagraj,chennai-prayagraj,1
chennai,proddatur,chennai-proddatur,1
chennai,puducherry,chennai-puducherry,47
chennai,pudukkottai,chennai-pudukkottai,2
chennai,pune,chennai-pune,45
chennai,puttur,chennai-puttur,4
chennai,raigad,chennai-raigad,5
chennai,raipur,chennai-raipur,6
chennai,rajpura,chennai-rajpura,2
chennai,ramanathapuram,chennai-ramanathapuram,15
chennai,ranchi,chennai-ranchi,2
chennai,ranipet,chennai-ranipet,4
chennai,rasipuram,chennai-rasipuram,1
chennai,reddipalayam,chennai-reddipalayam,262
chennai,rjpm,chennai-rjpm,12
chennai,rohtak,chennai-rohtak,3
chennai,roorkee,chennai-roorkee,7
chennai,rudrapur,chennai-rudrapur,33
chennai,saharanpur,chennai-saharanpur,1
chennai,salem,chennai-salem,259
chennai,samalkha,chennai-samalkha,3
chennai,sampla,chennai-sampla,1
chennai,sas_nagar,chennai-sas_nagar,4
chennai,sc,chennai-sc,1
chennai,sharanpur,chennai-sharanpur,1
chennai,shirwal,chennai-shirwal,20
chennai,shivamogga,chennai-shivamogga,12
chennai,sikar,chennai-sikar,1
chennai,sivakasi,chennai-sivakasi,13
chennai,sonipat,chennai-sonipat,4
chennai,sri_city,chennai-sri_city,20
chennai,srivilliputhur,chennai-srivilliputhur,1
chennai,taloje_majkur,chennai-taloje_majkur,8
chennai,tanjur,chennai-tanjur,4
chennai,tenkasi,chennai-tenkasi,5
chennai,thane,chennai-thane,2
chennai,thanjavur,chennai-thanjavur,7
chennai,theni,chennai-theni,9
chennai,thirupur,chennai-thirupur,15
chennai,thiruvallur,chennai-thiruvallur,1
chennai,thiruvarur,chennai-thiruvarur,5
chennai,thoothukudi,chennai-thoothukudi,23
chennai,thrissur,chennai-thrissur,578
chennai,thruthuraipoondi,chennai-thruthuraipoondi,1
chennai,tiruchirappalli,chennai-tiruchirappalli,321
chennai,tirumangalam,chennai-tirumangalam,1
chennai,tirunelveli,chennai-tirunelveli,29
chennai,tirupati,chennai-tirupati,169
chennai,tiruppur,chennai-tiruppur,42
chennai,tiruvannamalai,chennai-tiruvannamalai,13
chennai,tumakuru,chennai-tumakuru,28
chennai,tvm,chennai-tvm,20
chennai,udupi,chennai-udupi,7
chennai,ulundurpet,chennai-ulundurpet,1
chennai,uthangarai,chennai-uthangarai,1
chennai,valliyur,chennai-valliyur,1
chennai,vaniyambadi,chennai-vaniyambadi,1
chennai,varanasi,chennai-varanasi,28
chennai,vazhapadi,chennai-vazhapadi,2
chennai,vellore,chennai-vellore,88
chennai,vijayapura,chennai-vijayapura,5
chennai,vijayawada,chennai-vijayawada,291
chennai,viluppuram,chennai-viluppuram,58
chennai,virar,chennai-virar,2
chennai,virudhunagar,chennai-virudhunagar,1
chennai,visakhapatnam,chennai-visakhapatnam,12
chennai,wadi,chennai-wadi,1
chennai,walajabad,chennai-walajabad,1
chennai,walajapet,chennai-walajapet,2
chennai,warangal,chennai-warangal,1
chennai,yenugulamahal,chennai-yenugulamahal,2
chennai,zirakpur,chennai-zirakpur,99
chennur,chennai,chennur-chennai,1
cheyyar,coimbatore,cheyyar-coimbatore,1
cheyyar,ernakulam,cheyyar-ernakulam,2
cheyyar,haldwani,cheyyar-haldwani,1
cheyyar,hyderabad,cheyyar-hyderabad,2
cheyyar,kunigal,cheyyar-kunigal,1
cheyyar,lucknow,cheyyar-lucknow,3
cheyyar,nagpur,cheyyar-nagpur,1
cheyyar,raipur,cheyyar-raipur,1
cheyyar,thrissur,cheyyar-thrissur,1
chhatral,ghaziabad,chhatral-ghaziabad,2
chikkaballapur,afzalpur,chikkaballapur-afzalpur,1
chikkaballapur,bagalkot,chikkaballapur-bagalkot,1
chikkaballapur,bantwal,chikkaballapur-bantwal,3
chikkaballapur,basavan_bagewadi,chikkaballapur-basavan_bagewadi,1
chikkaballapur,belgaum,chikkaballapur-belgaum,2
chikkaballapur,bhadravathi,chikkaballapur-bhadravathi,1
chikkaballapur,bhatkal,chikkaballapur-bhatkal,1
chikkaballapur,bijapur,chikkaballapur-bijapur,7
chikkaballapur,chikkaballapur,chikkaballapur-chikkaballapur,12
chikkaballapur,davangere,chikkaballapur-davangere,2
chikkaballapur,dharwad,chikkaballapur-dharwad,9
chikkaballapur,gangavathi,chikkaballapur-gangavathi,1
chikkaballapur,gulbarga,chikkaballapur-gulbarga,1
chikkaballapur,haliyal,chikkaballapur-haliyal,2
chikkaballapur,haveri,chikkaballapur-haveri,1
chikkaballapur,hospet,chikkaballapur-hospet,1
chikkaballapur,hubli,chikkaballapur-hubli,5
chikkaballapur,huliyar,chikkaballapur-huliyar,1
chikkaballapur,hyderabad,chikkaballapur-hyderabad,16
chikkaballapur,karkala,chikkaballapur-karkala,1
chikkaballapur,karwar,chikkaballapur-karwar,1
chikkaballapur,kollegal,chikkaballapur-kollegal,1
chikkaballapur,kushalnagar,chikkaballapur-kushalnagar,11
chikkaballapur,lingsugur,chikkaballapur-lingsugur,1
chikkaballapur,mahalingapur,chikkaballapur-mahalingapur,1
chikkaballapur,mangalore,chikkaballapur-mangalore,12
chikkaballapur,muddebihal,chikkaballapur-muddebihal,1
chikkaballapur,mysore,chikkaballapur-mysore,3
chikkaballapur,narasipura,chikkaballapur-narasipura,1
chikkaballapur,nipani,chikkaballapur-nipani,2
chikkaballapur,padubidri,chikkaballapur-padubidri,1
chikkaballapur,puttur,chikkaballapur-puttur,2
chikkaballapur,raibag,chikkaballapur-raibag,1
chikkaballapur,raichur,chikkaballapur-raichur,5
chikkaballapur,ramdurg,chikkaballapur-ramdurg,2
chikkaballapur,sakleshpur,chikkaballapur-sakleshpur,1
chikkaballapur,shiralakoppa,chikkaballapur-shiralakoppa,1
chikkaballapur,sindagi,chikkaballapur-sindagi,1
chikkaballapur,suntikoppa,chikkaballapur-suntikoppa,1
chikkaballapur,thirthahalli,chikkaballapur-thirthahalli,1
chikkaballapur,tiptur,chikkaballapur-tiptur,1
chikkaballapur,udupi,chikkaballapur-udupi,6
chikkaballapur,ujire,chikkaballapur-ujire,1
chikkaballapur,ullal,chikkaballapur-ullal,1
chimakurthy,bangalore,chimakurthy-bangalore,1
chimakurthy,bidar,chimakurthy-bidar,1
chimakurthy,kochi,chimakurthy-kochi,1
chimakurthy,kurnool,chimakurthy-kurnool,1
chimakurthy,vijayawada,chimakurthy-vijayawada,1
chimakurthy,visakhapatnam,chimakurthy-visakhapatnam,1
chinsurah,malda,chinsurah-malda,1
chinsurah,siliguri,chinsurah-siliguri,29
chittegaon,bhiwandi,chittegaon-bhiwandi,79
chittegaon,chakan,chittegaon-chakan,17
chittorgarh,banswara,chittorgarh-banswara,2
chittorgarh,neemuch,chittorgarh-neemuch,1
chittorgarh,pratapgarh,chittorgarh-pratapgarh,1
chittorgarh,rishabhdev,chittorgarh-rishabhdev,1
cholavaram,bangalore,cholavaram-bangalore,1
cholavaram,hyderabad,cholavaram-hyderabad,1
coimbatore,achchandavilthan,coimbatore-achchandavilthan,1
coimbatore,adirampattinam,coimbatore-adirampattinam,5
coimbatore,ahmedabad,coimbatore-ahmedabad,4
coimbatore,alanganallur,coimbatore-alanganallur,6
coimbatore,alangudi,coimbatore-alangudi,1
coimbatore,alangulam,coimbatore-alangulam,2
coimbatore,alappuzha,coimbatore-alappuzha,4
coimbatore,allur,coimbatore-allur,1
coimbatore,ambur,coimbatore-ambur,1
coimbatore,ammapettai,coimbatore-ammapettai,2
coimbatore,amravati,coimbatore-amravati,1
coimbatore,andimadam,coimbatore-andimadam,2
coimbatore,arakkonam,coimbatore-arakkonam,3
coimbatore,arani,coimbatore-arani,1
coimbatore,aranthangi,coimbatore-aranthangi,11
coimbatore,areekode,coimbatore-areekode,1
coimbatore,attappadi,coimbatore-attappadi,1
coimbatore,atul,coimbatore-atul,2
coimbatore,avudaiyarkoil,coimbatore-avudaiyarkoil,2
coimbatore,batlagundu,coimbatore-batlagundu,1
coimbatore,belagavi,coimbatore-belagavi,1
coimbatore,belthangady,coimbatore-belthangady,6
coimbatore,bengaluru,coimbatore-bengaluru,76
coimbatore,bhilwara,coimbatore-bhilwara,5
coimbatore,bhiwandi,coimbatore-bhiwandi,19
coimbatore,botad,coimbatore-botad,2
coimbatore,bukkacherla,coimbatore-bukkacherla,2
coimbatore,cheekkode,coimbatore-cheekkode,1
coimbatore,chelannur,coimbatore-chelannur,2
coimbatore,chemboor,coimbatore-chemboor,1
coimbatore,chennai,coimbatore-chennai,168
coimbatore,chepet,coimbatore-chepet,1
coimbatore,cherthala,coimbatore-cherthala,2
coimbatore,chikkanayakanahalli,coimbatore-chikkanayakanahalli,1
coimbatore,chinnasalem,coimbatore-chinnasalem,3
coimbatore,chitradurga,coimbatore-chitradurga,1
coimbatore,chittoor,coimbatore-chittoor,3
coimbatore,chungathara,coimbatore-chungathara,1
coimbatore,cuddalore,coimbatore-cuddalore,1
coimbatore,davanagere,coimbatore-davanagere,3
coimbatore,delhi,coimbatore-delhi,1
coimbatore,devakottai,coimbatore-devakottai,1
coimbatore,dharmapuri,coimbatore-dharmapuri,1
coimbatore,dindigul,coimbatore-dindigul,1
coimbatore,doddamuduwadi,coimbatore-doddamuduwadi,1
coimbatore,east_gangavaram,coimbatore-east_gangavaram,2
coimbatore,edavannappara,coimbatore-edavannappara,2
coimbatore,eluru,coimbatore-eluru,1
coimbatore,ernakulam,coimbatore-ernakulam,56
coimbatore,erode,coimbatore-erode,1
coimbatore,gnt,coimbatore-gnt,8
coimbatore,gopalpatti,coimbatore-gopalpatti,1
coimbatore,gujrat,coimbatore-gujrat,1
coimbatore,gummidipoondi,coimbatore-gummidipoondi,2
coimbatore,guruvayankere,coimbatore-guruvayankere,2
coimbatore,guruvayur,coimbatore-guruvayur,2
coimbatore,halagur,coimbatore-halagur,1
coimbatore,haripad,coimbatore-haripad,1
coimbatore,hariyala,coimbatore-hariyala,34
coimbatore,hassan,coimbatore-hassan,1
coimbatore,hoskote,coimbatore-hoskote,1
coimbatore,hosur,coimbatore-hosur,1
coimbatore,hubballi,coimbatore-hubballi,1
coimbatore,hyderabad,coimbatore-hyderabad,21
coimbatore,ilayangudi,coimbatore-ilayangudi,1
coimbatore,indore,coimbatore-indore,1
coimbatore,jamnagar,coimbatore-jamnagar,3
coimbatore,jamunamarathur,coimbatore-jamunamarathur,1
coimbatore,jayankondam,coimbatore-jayankondam,5
coimbatore,jeyankondam,coimbatore-jeyankondam,4
coimbatore,kadaladi,coimbatore-kadaladi,1
coimbatore,kadapa,coimbatore-kadapa,1
coimbatore,kalpetta,coimbatore-kalpetta,5
coimbatore,kaluvaya,coimbatore-kaluvaya,2
coimbatore,kanakapura,coimbatore-kanakapura,10
coimbatore,kanchipuram,coimbatore-kanchipuram,4
coimbatore,kandukur,coimbatore-kandukur,1
coimbatore,kanekal,coimbatore-kanekal,2
coimbatore,kannapura,coimbatore-kannapura,5
coimbatore,kannur,coimbatore-kannur,5
coimbatore,kappalur,coimbatore-kappalur,8
coimbatore,karaikudi,coimbatore-karaikudi,1
coimbatore,karakonam,coimbatore-karakonam,1
coimbatore,kariapatti,coimbatore-kariapatti,11
coimbatore,karur,coimbatore-karur,5
coimbatore,kasaragod,coimbatore-kasaragod,1
coimbatore,kattikkulam,coimbatore-kattikkulam,1
coimbatore,kattumannarkoil,coimbatore-kattumannarkoil,3
coimbatore,kizhisseri,coimbatore-kizhisseri,2
coimbatore,kochi,coimbatore-kochi,4
coimbatore,kodungallur,coimbatore-kodungallur,1
coimbatore,kolappuram,coimbatore-kolappuram,1
coimbatore,kolapur,coimbatore-kolapur,7
coimbatore,kolkata,coimbatore-kolkata,5
coimbatore,kollam,coimbatore-kollam,1
coimbatore,kombadi,coimbatore-kombadi,1
coimbatore,kondotty,coimbatore-kondotty,2
coimbatore,koottilangadi,coimbatore-koottilangadi,2
coimbatore,kothapalli,coimbatore-kothapalli,1
coimbatore,kothapatnam,coimbatore-kothapatnam,1
coimbatore,kothuru,coimbatore-kothuru,1
coimbatore,kottamedu,coimbatore-kottamedu,1
coimbatore,kottampatti,coimbatore-kottampatti,1
coimbatore,kottayam,coimbatore-kottayam,2
coimbatore,kovilpatti,coimbatore-kovilpatti,2
coimbatore,kozhikode,coimbatore-kozhikode,17
coimbatore,krishnapuram,coimbatore-krishnapuram,1
coimbatore,krishnarayapuram,coimbatore-krishnarayapuram,1
coimbatore,kudavasal,coimbatore-kudavasal,2
coimbatore,kumbakonam,coimbatore-kumbakonam,10
coimbatore,kunnumpuram,coimbatore-kunnumpuram,2
coimbatore,kuthalam,coimbatore-kuthalam,9
coimbatore,lucknow,coimbatore-lucknow,1
coimbatore,madathur,coimbatore-madathur,31
coimbatore,madukkarai,coimbatore-madukkarai,2
coimbatore,madurai,coimbatore-madurai,177
coimbatore,malappuram,coimbatore-malappuram,35
coimbatore,manamadurai,coimbatore-manamadurai,1
coimbatore,mananthavady,coimbatore-mananthavady,7
coimbatore,mandya,coimbatore-mandya,1
coimbatore,mankada,coimbatore-mankada,1
coimbatore,mannargudi,coimbatore-mannargudi,4
coimbatore,marakkanam,coimbatore-marakkanam,1
coimbatore,marthandam,coimbatore-marthandam,2
coimbatore,mayiladuthurai,coimbatore-mayiladuthurai,1
coimbatore,melur,coimbatore-melur,1
coimbatore,mukkam,coimbatore-mukkam,3
coimbatore,mukkoottuthara,coimbatore-mukkoottuthara,1
coimbatore,mullukurichi,coimbatore-mullukurichi,1
coimbatore,murukambattu,coimbatore-murukambattu,1
coimbatore,musliyarangadi,coimbatore-musliyarangadi,1
coimbatore,muthukulathur,coimbatore-muthukulathur,1
coimbatore,muthuservamadam,coimbatore-muthuservamadam,1
coimbatore,muttukuru,coimbatore-muttukuru,2
coimbatore,mysuru,coimbatore-mysuru,2
coimbatore,nagapattinam,coimbatore-nagapattinam,1
coimbatore,nagari,coimbatore-nagari,1
coimbatore,nagercoil,coimbatore-nagercoil,44
coimbatore,nagpur,coimbatore-nagpur,3
coimbatore,nambuthalai,coimbatore-nambuthalai,1
coimbatore,nanded,coimbatore-nanded,1
coimbatore,nannambra,coimbatore-nannambra,1
coimbatore,natham,coimbatore-natham,17
coimbatore,needamangalam,coimbatore-needamangalam,2
coimbatore,neriya,coimbatore-neriya,1
coimbatore,nilakottai,coimbatore-nilakottai,17
coimbatore,nlr,coimbatore-nlr,88
coimbatore,oriyur,coimbatore-oriyur,1
coimbatore,othukkungal,coimbatore-othukkungal,1
coimbatore,padinjarathara,coimbatore-padinjarathara,1
coimbatore,pala,coimbatore-pala,1
coimbatore,pampady,coimbatore-pampady,3
coimbatore,panamaram,coimbatore-panamaram,1
coimbatore,pantnagar,coimbatore-pantnagar,1
coimbatore,paramakudi,coimbatore-paramakudi,8
coimbatore,pattukkottai,coimbatore-pattukkottai,13
coimbatore,pedana,coimbatore-pedana,2
coimbatore,peravurani,coimbatore-peravurani,3
coimbatore,perintalmanna,coimbatore-perintalmanna,3
coimbatore,perungudi,coimbatore-perungudi,1
coimbatore,podalakur,coimbatore-podalakur,4
coimbatore,pozhiyoor,coimbatore-pozhiyoor,1
coimbatore,puducherry,coimbatore-puducherry,4
coimbatore,pudukkottai,coimbatore-pudukkottai,2
coimbatore,pullurampara,coimbatore-pullurampara,1
coimbatore,pune,coimbatore-pune,6
coimbatore,ragimanupenta,coimbatore-ragimanupenta,1
coimbatore,rajkot,coimbatore-rajkot,2
coimbatore,ramanagara,coimbatore-ramanagara,4
coimbatore,ramanathapuram,coimbatore-ramanathapuram,3
coimbatore,ranipet,coimbatore-ranipet,1
coimbatore,rayadurg,coimbatore-rayadurg,2
coimbatore,rayagiri,coimbatore-rayagiri,1
coimbatore,rjpm,coimbatore-rjpm,1
coimbatore,rpl,coimbatore-rpl,1
coimbatore,sahibabad,coimbatore-sahibabad,14
coimbatore,salem,coimbatore-salem,8
coimbatore,samayanallur,coimbatore-samayanallur,2
coimbatore,sanambatla,coimbatore-sanambatla,1
coimbatore,sankarankoil,coimbatore-sankarankoil,2
coimbatore,sattur,coimbatore-sattur,2
coimbatore,sayalgudi,coimbatore-sayalgudi,9
coimbatore,sembanarkoil,coimbatore-sembanarkoil,4
coimbatore,sembodai,coimbatore-sembodai,1
coimbatore,sempatti,coimbatore-sempatti,2
coimbatore,sendurai,coimbatore-sendurai,2
coimbatore,shivamogga,coimbatore-shivamogga,1
coimbatore,siliguri,coimbatore-siliguri,1
coimbatore,silukuvarpatti,coimbatore-silukuvarpatti,1
coimbatore,sirkali,coimbatore-sirkali,5
coimbatore,sivakasi,coimbatore-sivakasi,4
coimbatore,sriperumbudur,coimbatore-sriperumbudur,1
coimbatore,sullya,coimbatore-sullya,1
coimbatore,sultan_bathery,coimbatore-sultan_bathery,3
coimbatore,taduvai,coimbatore-taduvai,1
coimbatore,taliparamba,coimbatore-taliparamba,1
coimbatore,tenkasi,coimbatore-tenkasi,2
coimbatore,thakkolam,coimbatore-thakkolam,1
coimbatore,thalappara,coimbatore-thalappara,4
coimbatore,thamarassery,coimbatore-thamarassery,1
coimbatore,thane,coimbatore-thane,2
coimbatore,thanjavur,coimbatore-thanjavur,2
coimbatore,theni,coimbatore-theni,1
coimbatore,thirumakottai,coimbatore-thirumakottai,1
coimbatore,thiruppanandal,coimbatore-thiruppanandal,1
coimbatore,thiruvalangadu,coimbatore-thiruvalangadu,2
coimbatore,thiruvalla,coimbatore-thiruvalla,1
coimbatore,thiruvallur,coimbatore-thiruvallur,12
coimbatore,thiruvarur,coimbatore-thiruvarur,3
coimbatore,thogaimalai,coimbatore-thogaimalai,2
coimbatore,thondebavi,coimbatore-thondebavi,1
coimbatore,thondi,coimbatore-thondi,2
coimbatore,thoothukudi,coimbatore-thoothukudi,3
coimbatore,thrissur,coimbatore-thrissur,9
coimbatore,tiruchirappalli,coimbatore-tiruchirappalli,11
coimbatore,tiruchuli,coimbatore-tiruchuli,1
coimbatore,tirumal,coimbatore-tirumal,1
coimbatore,tirumangalam,coimbatore-tirumangalam,2
coimbatore,tirunelveli,coimbatore-tirunelveli,23
coimbatore,tirupati,coimbatore-tirupati,2
coimbatore,tiruppur,coimbatore-tiruppur,2
coimbatore,tiruvannamalai,coimbatore-tiruvannamalai,4
coimbatore,t_vadipatti,coimbatore-t_vadipatti,1
coimbatore,tvm,coimbatore-tvm,3
coimbatore,udupi,coimbatore-udupi,1
coimbatore,ujire,coimbatore-ujire,3
coimbatore,ulavapadu,coimbatore-ulavapadu,1
coimbatore,uranipuram,coimbatore-uranipuram,1
coimbatore,valayankulam,coimbatore-valayankulam,1
coimbatore,valiyaparambu,coimbatore-valiyaparambu,2
coimbatore,valluvambram,coimbatore-valluvambram,2
coimbatore,varanasi,coimbatore-varanasi,1
coimbatore,variyankaval,coimbatore-variyankaval,1
coimbatore,vedaranyam,coimbatore-vedaranyam,9
coimbatore,vedasandur,coimbatore-vedasandur,1
coimbatore,vedurukuppam,coimbatore-vedurukuppam,1
coimbatore,veppur,coimbatore-veppur,6
coimbatore,vijayapura,coimbatore-vijayapura,1
coimbatore,vijayawada,coimbatore-vijayawada,66
coimbatore,vikravandi,coimbatore-vikravandi,1
coimbatore,viluppuram,coimbatore-viluppuram,2
coimbatore,vinjamur,coimbatore-vinjamur,1
coimbatore,virajpet,coimbatore-virajpet,5
coimbatore,virudhachalam,coimbatore-virudhachalam,3
coimbatore,virudhunagar,coimbatore-virudhunagar,4
coimbatore,vizhikkathodu,coimbatore-vizhikkathodu,1
coimbatore,vythiri,coimbatore-vythiri,1
coimbatore,wayanad,coimbatore-wayanad,2
coimbatore,yelimale,coimbatore-yelimale,1
cuttack,kochi,cuttack-kochi,1
cuttack,varanasi,cuttack-varanasi,1
dabra,delhi,dabra-delhi,1
dabra,gotegaon,dabra-gotegaon,91
dabra,gwalior,dabra-gwalior,10
dabra,jabalpur,dabra-jabalpur,3
dabra,pithampur,dabra-pithampur,159
dabra,sanchi,dabra-sanchi,149
dadri,agra,dadri-agra,22
dadri,ajmer,dadri-ajmer,1
dadri,aligarh,dadri-aligarh,91
dadri,ambala,dadri-ambala,1
dadri,ambedkar_nagar,dadri-ambedkar_nagar,7
dadri,amritsar,dadri-amritsar,4
dadri,amroha,dadri-amroha,149
dadri,azamgarh,dadri-azamgarh,2
dadri,baheri,dadri-baheri,9
dadri,bahjoi,dadri-bahjoi,105
dadri,ballia,dadri-ballia,3
dadri,balotra,dadri-balotra,2
dadri,banda,dadri-banda,5
dadri,banswara,dadri-banswara,2
dadri,bareilly,dadri-bareilly,44
dadri,bassi,dadri-bassi,1
dadri,batala,dadri-batala,1
dadri,bazpur,dadri-bazpur,4
dadri,bhadohi_nagar_palika,dadri-bhadohi_nagar_palika,2
dadri,bhagalpur,dadri-bhagalpur,1
dadri,bhilwara,dadri-bhilwara,1
dadri,bijnor,dadri-bijnor,12
dadri,bisauli,dadri-bisauli,15
dadri,budaun,dadri-budaun,100
dadri,bulandshahr,dadri-bulandshahr,21
dadri,burdwan,dadri-burdwan,10
dadri,chandauli,dadri-chandauli,3
dadri,chandausi,dadri-chandausi,237
dadri,chittorgarh,dadri-chittorgarh,2
dadri,dehradun,dadri-dehradun,23
dadri,deoria,dadri-deoria,2
dadri,dhampur,dadri-dhampur,6
dadri,dhanaura,dadri-dhanaura,13
dadri,faridpur,dadri-faridpur,8
dadri,farrukhabad,dadri-farrukhabad,3
dadri,fatehpur,dadri-fatehpur,8
dadri,firozpur,dadri-firozpur,5
dadri,gadarpur,dadri-gadarpur,22
dadri,ganj_dundwara,dadri-ganj_dundwara,7
dadri,gaya,dadri-gaya,6
dadri,ghaziabad,dadri-ghaziabad,9
dadri,ghazipur,dadri-ghazipur,1
dadri,greater_noida,dadri-greater_noida,8
dadri,gurdaspur,dadri-gurdaspur,3
dadri,gurgaon,dadri-gurgaon,20
dadri,hamirpur,dadri-hamirpur,1
dadri,hanumangarh,dadri-hanumangarh,11
dadri,hapur,dadri-hapur,3
dadri,hardoi,dadri-hardoi,1
dadri,haridwar,dadri-haridwar,4
dadri,hodal,dadri-hodal,1
dadri,indore,dadri-indore,2
dadri,jabalpur,dadri-jabalpur,1
dadri,jaipur,dadri-jaipur,87
dadri,jalandhar,dadri-jalandhar,1
dadri,jalaun,dadri-jalaun,43
dadri,jaspur,dadri-jaspur,3
dadri,jhajjhar,dadri-jhajjhar,1
dadri,jhansi,dadri-jhansi,1
dadri,jodhpur,dadri-jodhpur,7
dadri,kanpur,dadri-kanpur,7
dadri,kashipur,dadri-kashipur,13
dadri,kaushambi,dadri-kaushambi,1
dadri,khair,dadri-khair,1
dadri,khurja,dadri-khurja,5
dadri,kichha,dadri-kichha,6
dadri,kolkata,dadri-kolkata,7
dadri,koripur,dadri-koripur,1
dadri,kosi_kalan,dadri-kosi_kalan,5
dadri,kotdwar,dadri-kotdwar,2
dadri,kotputli,dadri-kotputli,2
dadri,kushinagar,dadri-kushinagar,3
dadri,lucknow,dadri-lucknow,3
dadri,ludhiana,dadri-ludhiana,2
dadri,madhupur,dadri-madhupur,2
dadri,milak,dadri-milak,9
dadri,murshidabad,dadri-murshidabad,6
dadri,nadha,dadri-nadha,11
dadri,naujhil,dadri-naujhil,17
dadri,palwal,dadri-palwal,2
dadri,paonta_sahib,dadri-paonta_sahib,1
dadri,patiala,dadri-patiala,2
dadri,pilibhit,dadri-pilibhit,7
dadri,raebareli,dadri-raebareli,1
dadri,ranchi,dadri-ranchi,1
dadri,rath,dadri-rath,1
dadri,rewari,dadri-rewari,11
dadri,rudrapur,dadri-rudrapur,42
dadri,sikar,dadri-sikar,1
dadri,sri_ganganagar,dadri-sri_ganganagar,9
dadri,sultanpur,dadri-sultanpur,2
dadri,sumerpur,dadri-sumerpur,5
dadri,tonk,dadri-tonk,1
dadri,udaipur,dadri-udaipur,9
dadri,ujhani,dadri-ujhani,5
dadri,ujjain,dadri-ujjain,4
dadri,yousufpur,dadri-yousufpur,4
dadri,yusufpur,dadri-yusufpur,1
dahanu,anantnag,dahanu-anantnag,2
dahanu,bhopal,dahanu-bhopal,18
dahanu,ghaziabad,dahanu-ghaziabad,1
dahanu,lucknow,dahanu-lucknow,1
dahanu,pune,dahanu-pune,37
dahej,alwar,dahej-alwar,1
dahej,ambernath,dahej-ambernath,2
dahej,chennai,dahej-chennai,11
dahej,coimbatore,dahej-coimbatore,1
dahej,davangir,dahej-davangir,1
dahej,ghaziabad,dahej-ghaziabad,1
dahej,guwahati,dahej-guwahati,1
dahej,hisar,dahej-hisar,2
dahej,jaipur,dahej-jaipur,1
dahej,jalgaon,dahej-jalgaon,5
dahej,jhajjar,dahej-jhajjar,2
dahej,jnpt_township,dahej-jnpt_township,1
dahej,kanpur,dahej-kanpur,1
dahej,kheda,dahej-kheda,1
dahej,krnt,dahej-krnt,1
dahej,ludhiana,dahej-ludhiana,3
dahej,mahad,dahej-mahad,2
dahej,milanpur,dahej-milanpur,1
dahej,patna,dahej-patna,3
dahej,piplaj,dahej-piplaj,2
dahej,pune,dahej-pune,3
dahej,raipur,dahej-raipur,1
dahej,sarigam,dahej-sarigam,5
dahej,siliguri,dahej-siliguri,1
dahej,silvassa,dahej-silvassa,1
dahej,surat,dahej-surat,1
dahej,vijayawada,dahej-vijayawada,1
dahej,virar,dahej-virar,4
dahisar_mori,ahmedabad,dahisar_mori-ahmedabad,8
dahisar_mori,bengaluru,dahisar_mori-bengaluru,34
dahisar_mori,gandhinagar,dahisar_mori-gandhinagar,1
dahisar_mori,hyderabad,dahisar_mori-hyderabad,5
dahisar_mori,indore,dahisar_mori-indore,76
dahisar_mori,jabalpur,dahisar_mori-jabalpur,6
dahisar_mori,mohali,dahisar_mori-mohali,1
dahisar_mori,rajkot,dahisar_mori-rajkot,2
dahisar_mori,surat,dahisar_mori-surat,1
dalmiapuram,chengalpattu,dalmiapuram-chengalpattu,5
dalmiapuram,chennai,dalmiapuram-chennai,1
dalmiapuram,dharmapuri,dalmiapuram-dharmapuri,1
dalmiapuram,irugur,dalmiapuram-irugur,11
dalmiapuram,kanchipuram,dalmiapuram-kanchipuram,1
dalmiapuram,keeranatham,dalmiapuram-keeranatham,2
dalmiapuram,namakkal,dalmiapuram-namakkal,2
dalmiapuram,perundurai,dalmiapuram-perundurai,2
dalmiapuram,pollachi,dalmiapuram-pollachi,5
dalmiapuram,puducherry,dalmiapuram-puducherry,1
dalmiapuram,salem,dalmiapuram-salem,1
dalmiapuram,singanallur,dalmiapuram-singanallur,1
dalmiapuram,tambaram,dalmiapuram-tambaram,1
